class_weight,precision,recall,f1-score,false_positive_rate
1,0.9886792452830189,0.4246353322528363,0.5941043083900227,8.954983299003239e-06
2,0.9489795918367347,0.4521880064829822,0.6125137211855104,4.477491649479415e-05
3,0.9208860759493671,0.47163695299837927,0.6237942122186495,7.462486082465691e-05
4,0.8991097922848664,0.49108589951377635,0.6352201257861635,0.0001014898107215556
5,0.8677685950413223,0.5105348460291734,0.6428571428571429,0.00014327973278327466
6,0.8376288659793815,0.526742301458671,0.6467661691542289,0.0001880546492780688
7,0.7929411764705883,0.546191247974068,0.6468330134357005,0.0002626795101027257
8,0.7589285714285714,0.5510534846029174,0.6384976525821596,0.00032237939876245125
9,0.7305263157894737,0.5623987034035657,0.6355311355311355,0.0003820792874221768
10,0.6895874263261297,0.5688816855753647,0.6234458259325044,0.00047162912041165406
11,0.6729678638941399,0.5769854132901134,0.6212914485165794,0.0005164040369064482
12,0.6322241681260946,0.5850891410048622,0.6077441077441077,0.000626848830926896
13,0.6093489148580968,0.5915721231766613,0.600328947368421,0.0006984886973185889
14,0.5830721003134797,0.6029173419773096,0.5928286852589641,0.0007940085191741053
15,0.5673652694610778,0.6142625607779578,0.5898832684824903,0.0008626633911327231
16,0.5542691751085383,0.6207455429497569,0.5856269113149847,0.0009193782853594845
17,0.5272479564032697,0.6272285251215559,0.5729089563286455,0.0010357930682459715
18,0.5163398692810458,0.640194489465154,0.5716353111432706,0.0011044479402045893
19,0.49501246882793015,0.6434359805510534,0.5595489781536294,0.001208922745359109
20,0.48028673835125446,0.6515397082658023,0.5529573590096286,0.0012984725783485862
21,0.4662857142857143,0.6612641815235009,0.546916890080429,0.0013939924002042137
22,0.4488697524219591,0.6758508914100486,0.5394566623544631,0.001528317149688485
23,0.43550051599587203,0.6839546191247974,0.532156368221942,0.0016327919548430048
24,0.4158607350096712,0.6969205834683955,0.5208964264082374,0.0018029366375231781
25,0.4053554939981533,0.7115072933549432,0.5164705882352941,0.0019223364148426292
26,0.3939662821650399,0.7196110210696921,0.5091743119266054,0.002038751197729005
27,0.38369098712446353,0.7244732576985413,0.5016835016835017,0.002143226002883525
28,0.3668300653594771,0.7277147487844409,0.48777838131450296,0.002313370685563698
29,0.35955940204563336,0.7406807131280388,0.4841101694915254,0.002429785468450074
30,0.3493516399694889,0.7423014586709886,0.475103734439834,0.002546200251336561
31,0.33945628214548124,0.7487844408427877,0.4671385237613751,0.0026835099952539077
32,0.3263009845288326,0.7520259319286872,0.45512506130456104,0.002859624666800009
33,0.3210633946830266,0.7633711507293355,0.45201535508637236,0.002973054455253421
34,0.31554369579719815,0.766612641815235,0.44706994328922495,0.0030626042882430093
35,0.30670103092783507,0.7714748784440842,0.4389119409866298,0.003211854009892323
36,0.30069052102950405,0.7763371150729336,0.4334841628959276,0.003325283798345735
37,0.2951219512195122,0.7844408427876823,0.4288879042977404,0.0034506535645311143
38,0.28772753963593656,0.7941653160453809,0.4224137931034483,0.0036207982472112876
39,0.28121420389461627,0.7957860615883307,0.4155734236140499,0.003746168013396667
40,0.27561247216035634,0.8022690437601296,0.41027766266058846,0.0038834777573140133
41,0.2687939426717144,0.8055105348460292,0.40308191403081917,0.004035712473396291
42,0.26396206533192834,0.8119935170178282,0.3984095427435388,0.004170037222880563
43,0.25622775800711745,0.8168557536466775,0.39009287925696595,0.004367046855457635
