class_weight,precision,recall,f1-score,false_positive_rate
434,0.1456843109203624,0.995114006514658,0.25415973377703827,0.0451697490009203
435,0.14558017631641648,0.995114006514658,0.2540012471419663,0.04520756905311196
436,0.14551083591331268,0.995114006514658,0.2538956991481405,0.04523278242123974
437,0.14526866381359962,0.995114006514658,0.25352697095435683,0.04532102920968695
438,0.14509617668012348,0.995114006514658,0.2532642487046632,0.04538406263000638
439,0.1449584816132859,0.995114006514658,0.2530544626216608,0.04543448936626204
440,0.1447867298578199,0.995114006514658,0.2527927182457592,0.04549752278658148
441,0.1445127719962157,0.995114006514658,0.2523750516315572,0.04559837625909258
442,0.1439679547596607,0.995114006514658,0.2515438452037876,0.04580008320411477
443,0.14437618147448014,0.995114006514658,0.2521667354519191,0.045648802995348126
444,0.14423984891406988,0.995114006514658,0.25195876288659796,0.045699229731603674
445,0.1439679547596607,0.995114006514658,0.2515438452037876,0.04580008320411477
446,0.14366329649659065,0.995114006514658,0.25107869324018905,0.04591354336068987
447,0.14356203007518797,0.995114006514658,0.2509240246406571,0.04595136341288153
448,0.1434945984030061,0.995114006514658,0.25082101806239737,0.045976576781009304
449,0.14339356958460456,0.995114006514658,0.25066666666666665,0.046014396833200966
450,0.14332629603565564,0.995114006514658,0.25056387123231494,0.04603961020132874
451,0.1432590855803048,0.995114006514658,0.2504611600737856,0.046064823569456514
452,0.14312485359568985,0.995114006514658,0.25025599016997746,0.04611525030571206
453,0.142957416939635,0.995114006514658,0.25,0.0461782837260315
454,0.14289055191768008,0.995114006514658,0.24989775051124744,0.046203497094159274
455,0.14282374941561476,0.995114006514658,0.24979558462796403,0.04622871046228716
456,0.14265701611020312,0.995114006514658,0.2495405350214417,0.046291743882606595
457,0.14252390949381852,0.995114006514658,0.2493368700265252,0.046342170618862144
458,0.14245744928887852,0.995114006514658,0.24923516214562513,0.04636738398698992
459,0.14232471465175867,0.995114006514658,0.24903199510902793,0.04641781072324547
460,0.14225844004656577,0.995114006514658,0.24893053575066204,0.04644302409137324
461,0.14209302325581397,0.995114006514658,0.24867724867724866,0.04650605751169268
462,0.14196096654275092,0.995114006514658,0.24847498983326555,0.04655648424794823
463,0.14182915506035282,0.995114006514658,0.24827305973181635,0.046606910984203775
464,0.14173045697054049,0.995114006514658,0.2481218274111675,0.04664473103639555
465,0.14150069476609542,0.995114006514658,0.2477696674776967,0.04673297782484276
466,0.14140245313584818,0.995114006514658,0.24761904761904763,0.04677079787703442
467,0.1412390198797966,0.995114006514658,0.24736842105263157,0.046833831297353856
468,0.14104339796860574,0.995114006514658,0.24706833805095027,0.04690947140173718
469,0.14091328413284132,0.995114006514658,0.24686868686868688,0.04695989813799273
470,0.12246943275205452,0.995114006514658,0.21809744779582366,0.05519206283171341
471,0.14078341013824885,0.995114006514658,0.2466693580944691,0.04701032487424828
472,0.12212672396562063,0.995114006514658,0.2175538543706605,0.05536855640860783
473,0.1406537753222836,0.995114006514658,0.24647035094796288,0.04706075161050394
474,0.12193175014967073,0.995114006514658,0.21724444444444443,0.055469409881118925
475,0.1218344965104686,0.995114006514658,0.21709006928406466,0.055519836617374585
476,0.14026629935720844,0.995114006514658,0.24587525150905432,0.04721203181927058
477,0.14013761467889907,0.995114006514658,0.24567752312022517,0.04726245855552613
478,0.14000916590284143,0.995114006514658,0.2454801124949779,0.04731288529178168
479,0.1399770904925544,0.995114006514658,0.2454308093994778,0.04732549197584557
480,0.1398489356832227,0.995114006514658,0.24523379490266908,0.04737591871210112
481,0.13981693363844394,0.995114006514658,0.24518459069020868,0.047388525396165004
482,0.13972101532128972,0.995114006514658,0.245037096450772,0.047426345448356666
483,0.13952957296186344,0.995114006514658,0.2447426396955738,0.0475019855527401
484,0.13940223591147616,0.995114006514658,0.2445467280368221,0.04755241228899565
485,0.13933865450399088,0.995114006514658,0.2444488897779556,0.047577625657123424
486,0.13924339106654512,0.995114006514658,0.24430227908836466,0.047615445709315085
487,0.13911657559198543,0.995114006514658,0.24410707151418298,0.047665872445570634
488,0.1390216154721274,0.995114006514658,0.2439608704332202,0.047703692497762296
489,0.13895838071412325,0.995114006514658,0.24386350029934145,0.04772890586589007
490,0.13873751135331516,0.995114006514658,0.24352331606217617,0.04781715265433728
491,0.13864306784660768,0.995114006514658,0.24337781318462456,0.04785497270652905
492,0.13858017691086413,0.995114006514658,0.24328090782400955,0.04788018607465683
493,0.13845456605483797,0.995114006514658,0.2430873284264969,0.047930612810912376
494,0.1383605072463768,0.995114006514658,0.24294234592445327,0.04796843286310404
495,0.13817277250113072,0.995114006514658,0.2426528991262907,0.04804407296748736
496,0.13798554652213188,0.995114006514658,0.24236414121380404,0.048119713071870684
497,0.13779882724402345,0.995114006514658,0.24207606973058637,0.04819535317625401
498,0.08162176580421446,0.996742671009772,0.15088757396449703,0.08680962646395118
499,0.1075760239057831,0.996742671009772,0.19419324131366017,0.06400413499237301
500,0.1298342541436464,0.995114006514658,0.22969924812030076,0.05162437124163233
501,0.12977909940526763,0.995114006514658,0.2296129274708756,0.0516495846097601
