class_weight,precision,recall,f1-score
45,0.6718061674008811,0.993485342019544,0.8015768725361366
46,0.37538461538461537,0.993485342019544,0.5448861098704779
47,0.37149817295980514,0.993485342019544,0.5407801418439716
48,0.36813518406759205,0.993485342019544,0.5372082782915015
49,0.3637447823494335,0.993485342019544,0.5325185508511567
50,0.3586125808348031,0.993485342019544,0.5269978401727862
51,0.35527082119976705,0.993485342019544,0.5233805233805234
52,0.3505747126436782,0.993485342019544,0.5182667799490229
53,0.34777651083238315,0.993485342019544,0.5152027027027027
54,0.34541336353340885,0.993485342019544,0.5126050420168067
55,0.34097261039686977,0.993485342019544,0.5076987099459009
56,0.3379501385041551,0.993485342019544,0.5043406366267053
57,0.33479692645444564,0.993485342019544,0.5008210180623974
58,0.33242506811989103,0.993485342019544,0.4981625153123724
59,0.32972972972972975,0.993485342019544,0.49512987012987014
60,0.3288409703504043,0.993485342019544,0.4941271769947347
61,0.3256807261078484,0.993485342019544,0.49055086449537594
62,0.32395114179500795,0.993485342019544,0.4885863035642771
63,0.32037815126050423,0.993485342019544,0.48451151707704526
64,0.31787389265242316,0.993485342019544,0.48164232135807344
65,0.3141091658084449,0.993485342019544,0.47730829420970267
66,0.31218014329580346,0.993485342019544,0.4750778816199377
67,0.3099593495934959,0.993485342019544,0.47250193648334626
68,0.306841046277666,0.993485342019544,0.46887009992313605
69,0.3046953046953047,0.993485342019544,0.46636085626911317
70,0.30257936507936506,0.993485342019544,0.46387832699619774
71,0.29931305201177627,0.993485342019544,0.46003016591251883
72,0.2979970688812897,0.993485342019544,0.45847425779782036
73,0.29582929194956353,0.993485342019544,0.45590433482810166
74,0.2929875120076849,0.993485342019544,0.45252225519287836
75,0.2913085004775549,0.993485342019544,0.4505169867060561
76,0.2890995260663507,0.993485342019544,0.447870778267254
77,0.2882797731568998,0.993485342019544,0.4468864468864469
78,0.2854468881609733,0.993485342019544,0.4434750999636496
79,0.2841173730787145,0.993485342019544,0.4418688880840275
80,0.28319405756731664,0.993485342019544,0.4407514450867052
81,0.28123559243891194,0.993485342019544,0.43837585339561624
82,0.2791762013729977,0.993485342019544,0.43586995355484104
83,0.27689514298683615,0.993485342019544,0.43308484203052894
84,0.2757685352622061,0.993485342019544,0.4317055909412597
85,0.27391109115401885,0.993485342019544,0.42942625835973247
86,0.27293064876957496,0.993485342019544,0.4282204282204282
87,0.2707501109631602,0.993485342019544,0.425531914893617
88,0.26919682259488087,0.993485342019544,0.4236111111111111
89,0.2675438596491228,0.993485342019544,0.4215618521078093
90,0.2657952069716776,0.993485342019544,0.4193881058783087
91,0.2646420824295011,0.993485342019544,0.41795135320315174
92,0.2630444156964209,0.993485342019544,0.4159563586771224
93,0.2616902616902617,0.993485342019544,0.4142614601018676
94,0.25957446808510637,0.993485342019544,0.4116059379217274
95,0.2581464240372408,0.993485342019544,0.4098085320792744
96,0.2569502948609941,0.993485342019544,0.40829986613119146
97,0.25565800502933783,0.993485342019544,0.4066666666666667
98,0.2540608079966681,0.993485342019544,0.4046434494195688
99,0.25290215588723053,0.993485342019544,0.403172504957039
100,0.25206611570247933,0.993485342019544,0.4021094264996704
101,0.25082236842105265,0.993485342019544,0.4005252790544977
102,0.25010250102501025,0.993485342019544,0.3996069439895185
103,0.24918300653594772,0.993485342019544,0.3984323971260614
104,0.24857375713121435,0.993485342019544,0.39765319426336376
105,0.24716369529983792,0.993485342019544,0.3958468526930565
106,0.24626564392410175,0.993485342019544,0.39469427369783244
107,0.24557165861513688,0.993485342019544,0.3938024531956101
108,0.24361022364217252,0.993485342019544,0.39127645926876203
109,0.24264120922832141,0.993485342019544,0.3900255754475703
110,0.2413929560743965,0.993485342019544,0.3884113339700732
111,0.23987416437278805,0.993485342019544,0.3864428254672157
112,0.2391219129753038,0.993485342019544,0.3854660347551343
113,0.23818820773135493,0.993485342019544,0.384251968503937
114,0.23744647722849357,0.993485342019544,0.38328620797989316
115,0.2366175329712956,0.993485342019544,0.38220551378446116
116,0.2357032457496136,0.993485342019544,0.3810118675827608
117,0.23470565602154675,0.993485342019544,0.37970743853096794
118,0.2334481438959051,0.993485342019544,0.3780601177564301
119,0.23246951219512196,0.993485342019544,0.37677578752316243
120,0.23114816218264495,0.993485342019544,0.3750384260682447
121,0.23001508295625941,0.993485342019544,0.3735456215554195
122,0.22932330827067668,0.993485342019544,0.37263286499694565
123,0.22855001873360808,0.993485342019544,0.37161133109960404
124,0.22769690182904068,0.993485342019544,0.37048284239295476
125,0.22685013015991073,0.993485342019544,0.3693611867998789
126,0.2256751757306696,0.993485342019544,0.36780223093156467
127,0.22492625368731564,0.993485342019544,0.3668069753457607
128,0.22377109317681584,0.993485342019544,0.3652694610778443
129,0.2230347349177331,0.993485342019544,0.36428784711854284
130,0.22197962154294032,0.993485342019544,0.36287923854848303
131,0.22109459949256977,0.993485342019544,0.3616958197450341
132,0.22021660649819494,0.993485342019544,0.3605200945626478
133,0.21950341849586183,0.993485342019544,0.3595638078396699
134,0.2187948350071736,0.993485342019544,0.3586125808348031
135,0.21723646723646722,0.993485342019544,0.3565166569257744
136,0.2162353775257001,0.993485342019544,0.3551673944687045
137,0.21562389536938847,0.993485342019544,0.3543421434795237
138,0.2146118721461187,0.995114006514658,0.3530771453337186
139,0.21386069303465174,0.995114006514658,0.352059925093633
140,0.21326352530541012,0.995114006514658,0.35125035929864906
141,0.21149186569747316,0.995114006514658,0.34884384813017416
142,0.21061702861082385,0.995114006514658,0.3476529160739687
143,0.21011004126547456,0.995114006514658,0.346961953435548
144,0.2093182596779719,0.995114006514658,0.3458816869515992
145,0.20831912717354245,0.995114006514658,0.344516492810826
146,0.20761128100577642,0.995114006514658,0.3435479336519539
147,0.20662833953331078,0.995114006514658,0.3422010641276953
148,0.20593191776204922,0.995114006514658,0.34124546216140744
149,0.20530913978494625,0.995114006514658,0.3403899721448468
150,0.20482735501173316,0.995114006514658,0.33972755073672506
151,0.2040748162992652,0.995114006514658,0.3386917960088692
152,0.20346320346320346,0.995114006514658,0.3378490461708598
153,0.20265339966832505,0.995114006514658,0.3367318820611739
154,0.2025862068965517,0.995114006514658,0.33663911845730027
155,0.20205026455026456,0.995114006514658,0.3358988455195162
156,0.2011191573403555,0.995114006514658,0.33461117196056955
157,0.20039357166284028,0.995114006514658,0.3336063336063336
158,0.1996079712512251,0.995114006514658,0.3325170068027211
159,0.19889322916666666,0.995114006514658,0.3315246880086815
160,0.19857003574910628,0.995114006514658,0.33107558927120023
161,0.1980551053484603,0.995114006514658,0.3303595566369289
162,0.1973514211886305,0.995114006514658,0.3293800539083558
163,0.1969062197873026,0.995114006514658,0.32875975248856604
164,0.1962106615285806,0.995114006514658,0.32778969957081544
165,0.19570787956438182,0.995114006514658,0.3270877944325482
166,0.1952076677316294,0.995114006514658,0.3263888888888889
167,0.19440025453388482,0.995114006514658,0.32525951557093424
168,0.1938451776649746,0.995114006514658,0.3244822092405735
169,0.1932932616260677,0.995114006514658,0.3237086092715232
170,0.19274447949526813,0.995114006514658,0.322938689217759
171,0.19207796290474694,0.995114006514658,0.3220026350461133
172,0.19165621079046424,0.995114006514658,0.32140978432404
173,0.19123630672926448,0.995114006514658,0.32081911262798635
174,0.1906396255850234,0.995114006514658,0.31997905210788163
175,0.18992850481815357,0.995114006514658,0.31897676846776296
176,0.18970861748295104,0.996742671009772,0.31875
177,0.1891808346213292,0.996742671009772,0.3180046765393609
178,0.18859784283513098,0.996742671009772,0.31718061674008813
179,0.1880762138905962,0.996742671009772,0.3164426059979317
180,0.18761496014714898,0.996742671009772,0.3157894736842105
181,0.18681318681318682,0.996742671009772,0.3146529562982005
182,0.18635809987819732,0.996742671009772,0.31400718317085685
183,0.18584877011843304,0.996742671009772,0.31328384950089583
184,0.18545454545454546,0.996742671009772,0.3127235564639755
185,0.18506198971877835,0.996742671009772,0.31216526396327465
186,0.1845040699427193,0.996742671009772,0.31137115237852964
187,0.18383899068789425,0.996742671009772,0.3104235353791529
188,0.18301435406698566,0.996742671009772,0.30924709449216775
189,0.18241430700447095,0.996742671009772,0.30839002267573695
190,0.1814408538393122,0.996742671009772,0.30699774266365687
191,0.1807976366322009,0.996742671009772,0.30607651912978245
192,0.18047773518136243,0.996742671009772,0.3056179775280899
193,0.17952478732766208,0.996742671009772,0.3042505592841163
194,0.1791044776119403,0.996742671009772,0.30364673778218804
195,0.17868613138686132,0.996742671009772,0.303045308244615
196,0.17832167832167833,0.996742671009772,0.3025210084033613
197,0.17780360255665312,0.996742671009772,0.30177514792899407
198,0.1769809138230191,0.996742671009772,0.3005893909626719
199,0.1765724177726486,0.996742671009772,0.3
200,0.17636887608069166,0.996742671009772,0.2997061704211557
201,0.17576105686387133,0.996742671009772,0.298828125
202,0.17535816618911174,0.996742671009772,0.2982456140350877
203,0.17495711835334476,0.996742671009772,0.29766536964980544
204,0.17445838084378562,0.996742671009772,0.29694323144104806
205,0.17386363636363636,0.996742671009772,0.2960812772133527
206,0.17346938775510204,0.996742671009772,0.29550941574118783
207,0.17302798982188294,0.996742671009772,0.2948687063358227
208,0.1725401747956019,0.996742671009772,0.29416005767844267
209,0.172103487064117,0.996742671009772,0.2935251798561151
210,0.17152466367713004,0.996742671009772,0.2926829268292683
211,0.17099748533109807,0.996742671009772,0.291915096589554
212,0.17033119955468967,0.996742671009772,0.2909436653197053
213,0.16985845129059118,0.996742671009772,0.29025373488261796
214,0.16943521594684385,0.996742671009772,0.28963558920965454
215,0.16896742131419104,0.996742671009772,0.28895184135977336
216,0.16831683168316833,0.996742671009772,0.288
217,0.16785518376302797,0.996742671009772,0.28732394366197184
218,0.1676253081347576,0.996742671009772,0.28698710433763186
219,0.16735028712059064,0.996742671009772,0.28658393818777805
220,0.16707616707616707,0.996742671009772,0.2861819032031798
221,0.1668029435813573,0.996742671009772,0.2857809946299323
222,0.16634955150856212,0.996742671009772,0.2851153039832285
223,0.16598860862489828,0.996742671009772,0.2845849802371542
224,0.16562922868741542,0.996742671009772,0.2840566256672082
225,0.16536071332072413,0.996742671009772,0.2836616454229432
226,0.16500404421677,0.996742671009772,0.28313671061762663
227,0.16464891041162227,0.996742671009772,0.28261371507734934
228,0.1643835616438356,0.996742671009772,0.28222273460917685
229,0.1639432092151085,0.996742671009772,0.2815734989648033
230,0.1635489043292357,0.996742671009772,0.2809917355371901
231,0.1630695443645084,0.996742671009772,0.280283947790245
232,0.16280925778132482,0.996742671009772,0.2798993825748914
233,0.16263619452564443,0.996742671009772,0.2796435915010281
234,0.16224814422057265,0.996742671009772,0.27906976744186046
235,0.16186194128537423,0.996742671009772,0.2784982935153584
236,0.16143497757847533,0.996742671009772,0.2778660612939841
237,0.16109502500658068,0.996742671009772,0.27736233854520737
238,0.16071428571428573,0.996742671009772,0.276797829036635
239,0.16025137470542028,0.996742671009772,0.27611098578840515
240,0.159958180867747,0.996742671009772,0.2756756756756757
241,0.1596244131455399,0.996742671009772,0.2751798561151079
242,0.15900233826968044,0.996742671009772,0.2742549854358055
243,0.15863141524105753,0.996742671009772,0.2737030411449016
244,0.15842609370955216,0.996742671009772,0.2733973643064552
245,0.15809868251097908,0.996742671009772,0.2729096989966555
246,0.15793548387096773,0.996742671009772,0.2726665181554912
247,0.1576913166709611,0.996742671009772,0.27230255839822026
248,0.1574074074074074,0.996742671009772,0.2718791648156375
249,0.15700359158542843,0.996742671009772,0.2712765957446808
250,0.1567622950819672,0.996742671009772,0.27091633466135456
251,0.15636177823198774,0.996742671009772,0.2703180212014134
252,0.15588385124808965,0.996742671009772,0.2696035242290749
253,0.15540883697308278,0.996742671009772,0.2688927943760984
254,0.15501519756838905,0.996742671009772,0.26830337571240687
255,0.1547408343868521,0.996742671009772,0.267892317793828
256,0.15454545454545454,0.996742671009772,0.2675994752951465
257,0.15411735079325106,0.996742671009772,0.26695747001090514
258,0.15384615384615385,0.996742671009772,0.2665505226480836
259,0.15373021853805577,0.996742671009772,0.2663764961915125
260,0.15326821938392185,0.996742671009772,0.2656826568265683
261,0.1531148361270953,0.996742671009772,0.2654521795705921
262,0.15292353823088456,0.996742671009772,0.2651646447140381
263,0.15269461077844312,0.996742671009772,0.264820424058849
264,0.1523145843703335,0.996742671009772,0.26424870466321243
265,0.1518987341772152,0.996742671009772,0.2636226577643765
266,0.15148514851485148,0.996742671009772,0.2629995702621401
267,0.15122312824314307,0.996742671009772,0.2626045912894229
268,0.1510365251727542,0.996742671009772,0.26232318902700386
269,0.15092478421701602,0.996742671009772,0.2621546369672307
270,0.1506276150627615,0.996742671009772,0.2617062219371392
271,0.15036855036855037,0.996742671009772,0.26131511528608026
272,0.1501840490797546,0.996742671009772,0.26103646833013433
273,0.14981640146878825,0.996742671009772,0.26048095339433924
274,0.14952357683850476,0.996742671009772,0.26003824091778205
275,0.14923189465983908,0.996742671009772,0.25959703075291624
276,0.14886888834833373,0.996742671009772,0.259047619047619
277,0.14850764377578257,0.996742671009772,0.2585005279831045
278,0.14818401937046005,0.996742671009772,0.2580101180438449
279,0.14786180236772167,0.996742671009772,0.2575215653271618
280,0.14754098360655737,0.996742671009772,0.25703485930281395
281,0.14722155400529227,0.996742671009772,0.2565499895200168
282,0.1469035045607297,0.996742671009772,0.2560669456066946
283,0.14672740350035962,0.996742671009772,0.25579937304075234
284,0.14630647860387283,0.996742671009772,0.2551594746716698
285,0.14588796185935637,0.996742671009772,0.2545227698066126
286,0.14543726235741444,0.996742671009772,0.253836582330983
287,0.14498933901918976,0.996742671009772,0.2531540847983454
288,0.14471506266256798,0.996742671009772,0.25273590749535413
289,0.14447592067988668,0.996742671009772,0.25237113402061856
290,0.14433962264150943,0.996742671009772,0.2521631644004944
291,0.1442375677586613,0.996742671009772,0.2520074119827054
292,0.143796992481203,0.996742671009772,0.2513347022587269
293,0.1433591004919185,0.996742671009772,0.25066557444194143
294,0.1431578947368421,0.996742671009772,0.25035794641030884
295,0.14292386735170481,0.996742671009772,0.25
296,0.14265734265734265,0.996742671009772,0.2495921696574225
297,0.14239181014425314,0.996742671009772,0.249185667752443
298,0.14212726428239666,0.996742671009772,0.24878048780487805
299,0.14176511466296038,0.996742671009772,0.24822551206651794
300,0.14153561517113783,0.996742671009772,0.24787363304981774
301,0.14143748555581234,0.996742671009772,0.24772313296903462
302,0.141241633971844,0.996742671009772,0.24742268041237114
303,0.14111136730458843,0.996742671009772,0.24722278327610583
304,0.14094887148779364,0.996742671009772,0.2469733656174334
305,0.1406896551724138,0.996742671009772,0.2465753424657534
306,0.14049586776859505,0.996742671009772,0.24627766599597586
307,0.14030261348005502,0.996742671009772,0.2459807073954984
308,0.1399496912874457,0.996742671009772,0.24543813916182072
309,0.13953488372093023,0.996742671009772,0.2448
310,0.13915416098226466,0.996742671009772,0.24421388667198723
311,0.13893303064699206,0.996742671009772,0.2438732815301853
312,0.13855558071088975,0.996742671009772,0.24329159212880144
313,0.13827383642114777,0.996742671009772,0.24285714285714285
314,0.13808664259927797,0.996742671009772,0.24256837098692033
315,0.13768278965129357,0.996742671009772,0.2419450484285432
316,0.13743543678419043,0.996742671009772,0.24156305506216696
317,0.13715822501120573,0.996742671009772,0.24113475177304963
318,0.13694338778250167,0.996742671009772,0.2408026755852843
319,0.1366986821532276,0.996742671009772,0.24042427813789038
320,0.1365766569962062,0.996742671009772,0.24023552502453385
321,0.1363332590777456,0.996742671009772,0.23985890652557318
322,0.13593958240781875,0.996742671009772,0.23924941360437843
323,0.13581890812250333,0.996742671009772,0.2390625
324,0.13554817275747508,0.996742671009772,0.23864301033339833
325,0.13530842361264647,0.996742671009772,0.23827136460969436
326,0.13509933774834437,0.996742671009772,0.2379471228615863
327,0.13495038588754135,0.996742671009772,0.23771606137114001
328,0.13486117232260908,0.996742671009772,0.2375776397515528
329,0.13468309859154928,0.996742671009772,0.23730127956572314
330,0.1345350626511321,0.996742671009772,0.23707147007553747
331,0.13429888084265965,0.996742671009772,0.23670469928447108
332,0.1339754816112084,0.996742671009772,0.23620223851794675
333,0.13374125874125875,0.996742671009772,0.23583815028901733
334,0.13353698450796422,0.996742671009772,0.23552049259187993
335,0.13324624428478118,0.996742671009772,0.2350681774534281
336,0.13304347826086957,0.996742671009772,0.23475258918296893
337,0.13275488069414318,0.996742671009772,0.2343032159264931
338,0.1324102120294245,0.996742671009772,0.23376623376623376
339,0.13218142548596112,0.996742671009772,0.2334096109839817
340,0.1319818848393358,0.996742671009772,0.23309845743667873
341,0.13183972425678586,0.996742671009772,0.2328767123287671
342,0.13155631986242478,0.996742671009772,0.23243448537789593
343,0.13138686131386862,0.996742671009772,0.2321699544764795
344,0.13116159451350193,0.996742671009772,0.2318181818181818
345,0.13107731848361534,0.996742671009772,0.23168654173764908
346,0.13096511876738712,0.996742671009772,0.2315112540192926
347,0.1308251389482685,0.996742671009772,0.23129251700680273
348,0.13057392788564112,0.996742671009772,0.23089983022071306
349,0.13049040511727078,0.996742671009772,0.23076923076923078
350,0.13026819923371646,0.996742671009772,0.23042168674698796
351,0.12985359643539146,0.996742671009772,0.22977285526562793
352,0.12966101694915255,0.996742671009772,0.22947131608548932
353,0.12946900782737467,0.996742671009772,0.22917056730949262
354,0.12922297297297297,0.996742671009772,0.22878504672897196
355,0.12895069532237674,0.996742671009772,0.22835820895522388
356,0.12881498631866975,0.996742671009772,0.22814538676607643
357,0.1285984450514814,0.996742671009772,0.22780569514237856
358,0.12835570469798657,0.996742671009772,0.22742474916387959
359,0.12811387900355872,0.996742671009772,0.2270450751252087
360,0.12797992471769135,0.996742671009772,0.2268346923647146
361,0.12760633861551293,0.996742671009772,0.22624768946395563
362,0.12734082397003746,0.996742671009772,0.22583025830258302
363,0.12715562019530438,0.996742671009772,0.22553897180762852
364,0.12697095435684647,0.996742671009772,0.22524843577475157
365,0.1267080745341615,0.996742671009772,0.224834680382072
366,0.12649855312112443,0.996742671009772,0.22450476889214968
367,0.1263418662262593,0.996742671009772,0.2242579699523635
368,0.12618556701030928,0.996742671009772,0.2240117130307467
369,0.12597776862906546,0.996742671009772,0.2236842105263158
370,0.12579650565262077,0.996742671009772,0.22339843037050558
371,0.12566735112936345,0.996742671009772,0.22319474835886213
372,0.12546125461254612,0.996742671009772,0.2228696285506191
373,0.1253841425937308,0.996742671009772,0.22274795268425843
374,0.12517897320515442,0.996742671009772,0.22242413229147737
375,0.12507664009809932,0.996742671009772,0.22226257490466678
376,0.12489795918367347,0.996742671009772,0.2219804134929271
377,0.12484700122399021,0.996742671009772,0.22189992748368384
378,0.12464358452138492,0.996742671009772,0.22157856625633598
379,0.12446613788895668,0.996742671009772,0.2212981377689387
380,0.12428919577579203,0.996742671009772,0.2210184182015168
381,0.12421351735335905,0.996742671009772,0.22089875473741202
382,0.12401215805471125,0.996742671009772,0.22058028473598848
383,0.12378640776699029,0.996742671009772,0.2202231018351925
384,0.12358642972536349,0.996742671009772,0.21990657563780094
385,0.12346177123260037,0.996742671009772,0.2197092084006462
386,0.12331251259318961,0.996742671009772,0.21947283485745026
387,0.12318840579710146,0.996742671009772,0.21927624507345037
388,0.122916248242619,0.996742671009772,0.2188449848024316
389,0.12286689419795221,0.996742671009772,0.21876675603217158
390,0.12274368231046931,0.996742671009772,0.21857142857142858
391,0.12252252252252252,0.996742671009772,0.21822071670529505
392,0.12235105957616953,0.996742671009772,0.21794871794871795
393,0.1222532960447463,0.996742671009772,0.21779359430604983
394,0.12200956937799043,0.996742671009772,0.21740674955595027
395,0.12193664076509265,0.996742671009772,0.21729096396236464
396,0.12166998011928429,0.996742671009772,0.21686746987951808
397,0.12154915590863952,0.996742671009772,0.21667551779075941
398,0.12150089338892198,0.996742671009772,0.2165988320651212
399,0.12128418549346016,0.996742671009772,0.21625441696113074
400,0.12099644128113879,0.996742671009772,0.2157968970380818
401,0.12082922013820335,0.996742671009772,0.21553090332805072
402,0.12068625517649378,0.996742671009772,0.21530343007915567
403,0.12056737588652482,0.996742671009772,0.21511423550087874
404,0.1204724409448819,0.996742671009772,0.21496311907270813
405,0.12028301886792453,0.996742671009772,0.2146615222728867
406,0.12016493225996466,0.996742671009772,0.21447345365340809
407,0.12004707728520989,0.996742671009772,0.21428571428571427
408,0.11981205951448708,0.996742671009772,0.2139112198531982
409,0.11971830985915492,0.996742671009772,0.2137617883339155
410,0.1195546005079117,0.996742671009772,0.21350078492935637
411,0.11946125317196955,0.996742671009772,0.21335192609377723
412,0.11927499512765542,0.996742671009772,0.21305483028720626
413,0.1191588785046729,0.996742671009772,0.2128695652173913
414,0.11895043731778426,0.996742671009772,0.21253689876714707
415,0.1187888198757764,0.996742671009772,0.21227887617065558
416,0.11855869817900039,0.996742671009772,0.21191135734072022
417,0.11842105263157894,0.996742671009772,0.21169145624351435
418,0.11816953079745124,0.996742671009772,0.21128948731227343
419,0.11794179996145693,0.996742671009772,0.21092538342236775
420,0.11785095320623917,0.996742671009772,0.2107800929912175
421,0.1177375913813005,0.996742671009772,0.21059876118375775
422,0.11760184473481937,0.996742671009772,0.21038157442420075
423,0.11737629459148446,0.996742671009772,0.21002059025394645
424,0.1171964764458062,0.996742671009772,0.20973269362577107
425,0.117061973986228,0.996742671009772,0.2095172885997946
426,0.11695012421173323,0.996742671009772,0.20933812211390457
427,0.11670480549199085,0.996742671009772,0.20894503243427792
428,0.11650485436893204,0.996742671009772,0.20862450997102439
429,0.11632769435468542,0.996742671009772,0.2083404255319149
430,0.11612903225806452,0.996742671009772,0.2080217539089055
431,0.11604095563139932,0.996742671009772,0.2078804347826087
432,0.11584327086882454,0.996742671009772,0.20756316771239613
433,0.11571185479296653,0.996742671009772,0.20735219379976283
434,0.11553709646969983,0.996742671009772,0.20707156149551684
435,0.11531938948558508,0.996742671009772,0.2067218375274447
436,0.11508085746521249,0.996742671009772,0.20633850303438975
437,0.11492957746478873,0.996742671009772,0.20609530223943426
438,0.114843310189529,0.996742671009772,0.20595658758202928
439,0.11471415182755389,0.996742671009772,0.20574886535552195
440,0.11452095808383234,0.996742671009772,0.2054380664652568
441,0.11432841397347282,0.996742671009772,0.20512820512820512
442,0.11420041052435156,0.996742671009772,0.2049221496735309
443,0.11394526159002048,0.996742671009772,0.20451127819548873
444,0.1138181141900688,0.996742671009772,0.20430645968953431
445,0.11373350678312581,0.996742671009772,0.20417014178482068
446,0.11352253756260434,0.996742671009772,0.2038301415487094
447,0.11345939933259176,0.996742671009772,0.20372836218375498
448,0.11333333333333333,0.996742671009772,0.203525108081144
449,0.11314475873544093,0.996742671009772,0.20322098621949194
450,0.11306114908553483,0.996742671009772,0.203086112493778
451,0.11295681063122924,0.996742671009772,0.20291777188328913
452,0.1128110599078341,0.996742671009772,0.20268256333830104
453,0.11266568483063329,0.996742671009772,0.2024478994376447
454,0.11260349586016559,0.996742671009772,0.20234749545379402
455,0.11254137550570062,0.996742671009772,0.20224719101123595
456,0.11245865490628446,0.996742671009772,0.202113606340819
457,0.11233480176211454,0.996742671009772,0.2019135598812273
458,0.11221122112211221,0.996742671009772,0.2017139090309822
459,0.11210844477010441,0.996742671009772,0.20154783467808332
460,0.11194439363453448,0.996742671009772,0.20128268376911693
461,0.11178082191780822,0.996742671009772,0.20101822959435048
462,0.11169921518525279,0.996742671009772,0.20088626292466766
463,0.11157702825888788,0.996742671009772,0.20068863748155436
464,0.11147540983606558,0.996742671009772,0.20052424639580602
465,0.11131320480174609,0.996742671009772,0.20026178010471204
466,0.1110506260206859,0.996742671009772,0.19983673469387755
467,0.11088965392281211,0.996742671009772,0.1995760639165172
468,0.11074918566775244,0.996742671009772,0.1993485342019544
469,0.11058908565233104,0.996742671009772,0.19908913467794404
470,0.11029014236799424,0.996742671009772,0.1986045756936557
471,0.11025040533237254,0.996742671009772,0.19854014598540146
472,0.11013136584488033,0.996742671009772,0.19834710743801653
473,0.11003236245954692,0.996742671009772,0.19818652849740934
474,0.1098940563835518,0.996742671009772,0.19796215429403202
475,0.1098546042003231,0.996742671009772,0.1978981406628941
476,0.10969707832944972,0.996742671009772,0.1976424995963184
477,0.10961848468565287,0.996742671009772,0.19751492657737615
478,0.10938337801608579,0.996742671009772,0.1971331937510066
479,0.10926620246384575,0.996742671009772,0.19694288012872083
480,0.10911035835264753,0.996742671009772,0.19668969950184798
481,0.10897435897435898,0.996742671009772,0.19646869983948637
482,0.10889679715302492,0.996742671009772,0.19634263715110684
483,0.10874200426439233,0.996742671009772,0.19609099647548864
484,0.10856838744012773,0.996742671009772,0.19580867061270196
485,0.10847217298830202,0.996742671009772,0.1956521739130435
486,0.10839532412327312,0.996742671009772,0.19552715654952077
487,0.10822281167108753,0.996742671009772,0.19524645078959962
488,0.10812720848056537,0.996742671009772,0.19509085113165445
489,0.10801270737733851,0.996742671009772,0.19490445859872613
490,0.10787942887361185,0.996742671009772,0.194687450294258
491,0.10774647887323943,0.996742671009772,0.19447092469018112
492,0.10759493670886076,0.996742671009772,0.19422405585528404
493,0.10748155953635406,0.996742671009772,0.19403931515535827
494,0.1074438202247191,0.996742671009772,0.19397781299524564
495,0.1073495877916155,0.996742671009772,0.19382422802850358
496,0.10714285714285714,0.996742671009772,0.19348719570028455
497,0.10701171533484875,0.996742671009772,0.19327333017527237
498,0.10693692119517735,0.996742671009772,0.19315133343853558
499,0.1068062827225131,0.996742671009772,0.19293820933165196
500,0.1067131647776809,0.996742671009772,0.1927862655536305
501,0.10660163734541021,0.996742671009772,0.19260424862313139
